time,FXA
2026-03-25 09:00:00+00:00,69.1
2026-03-25 09:10:00+00:00,69.1
2026-03-25 09:25:00+00:00,69.1
2026-03-25 09:40:00+00:00,69.1
2026-03-25 09:45:00+00:00,69.0
2026-03-25 09:55:00+00:00,69.0
2026-03-25 10:10:00+00:00,69.0
2026-03-25 10:25:00+00:00,69.0
2026-03-25 10:40:00+00:00,69.0
2026-03-25 10:55:00+00:00,69.0
2026-03-25 11:05:00+00:00,69.13
2026-03-25 11:10:00+00:00,69.13
2026-03-25 11:25:00+00:00,69.13
2026-03-25 11:40:00+00:00,69.13
2026-03-25 11:55:00+00:00,69.13
2026-03-25 12:00:00+00:00,69.1
2026-03-25 12:10:00+00:00,69.1
2026-03-25 12:25:00+00:00,69.1
2026-03-25 12:40:00+00:00,69.1
2026-03-25 12:55:00+00:00,69.1
2026-03-25 13:10:00+00:00,69.1
2026-03-25 13:30:00+00:00,68.95999908447266
2026-03-25 13:40:00+00:00,68.95999908447266
2026-03-25 13:55:00+00:00,68.83999633789062
2026-03-25 14:10:00+00:00,68.91999816894531
2026-03-25 14:20:00+00:00,68.93000030517578
2026-03-25 14:55:00+00:00,69.0199966430664
2026-03-25 15:15:00+00:00,68.87999725341797
2026-03-25 15:20:00+00:00,68.95999908447266
2026-03-25 15:25:00+00:00,68.94999694824219
2026-03-25 15:30:00+00:00,68.98999786376953
2026-03-25 15:50:00+00:00,68.93000030517578
2026-03-25 15:55:00+00:00,68.94000244140625
2026-03-25 16:05:00+00:00,68.93000030517578
2026-03-25 16:20:00+00:00,68.97000122070312
2026-03-25 16:45:00+00:00,69.00140380859375
2026-03-25 16:50:00+00:00,68.98999786376953
2026-03-25 17:15:00+00:00,68.9800033569336
2026-03-25 18:55:00+00:00,68.87999725341797
2026-03-25 19:05:00+00:00,68.83290100097656
2026-03-25 20:00:00+00:00,68.8329
2026-03-25 20:10:00+00:00,68.8329
2026-03-25 20:25:00+00:00,68.8329
2026-03-25 20:40:00+00:00,68.8329
2026-03-25 20:55:00+00:00,68.8329
2026-03-25 21:10:00+00:00,68.8329
2026-03-25 21:25:00+00:00,68.8329
2026-03-25 21:40:00+00:00,68.8329
2026-03-25 21:55:00+00:00,68.8329
2026-03-25 22:10:00+00:00,68.8329
2026-03-25 22:25:00+00:00,68.8329
2026-03-26 11:10:00+00:00,68.68
2026-03-26 11:15:00+00:00,68.68
2026-03-26 11:30:00+00:00,68.68
2026-03-26 11:45:00+00:00,68.68
2026-03-26 12:00:00+00:00,68.68
2026-03-26 12:15:00+00:00,68.68
2026-03-26 12:30:00+00:00,68.68
2026-03-26 12:45:00+00:00,68.68
2026-03-26 12:55:00+00:00,68.3934
2026-03-26 13:00:00+00:00,68.44
2026-03-26 13:10:00+00:00,68.52
2026-03-26 13:30:00+00:00,68.54000091552734
2026-03-26 13:45:00+00:00,68.5999984741211
2026-03-26 13:55:00+00:00,68.5
2026-03-26 14:30:00+00:00,68.60440063476562
2026-03-26 15:35:00+00:00,68.4000015258789
2026-03-26 15:45:00+00:00,68.43990325927734
2026-03-26 16:05:00+00:00,68.44999694824219
2026-03-26 16:30:00+00:00,68.37000274658203
2026-03-26 18:00:00+00:00,68.24009704589844
2026-03-26 19:10:00+00:00,68.19999694824219
2026-03-26 19:25:00+00:00,68.18000030517578
2026-03-26 19:30:00+00:00,68.21499633789062
2026-03-26 19:35:00+00:00,68.2300033569336
2026-03-26 19:40:00+00:00,68.22000122070312
2026-03-26 19:55:00+00:00,68.12999725341797
2026-03-26 20:00:00+00:00,68.15
2026-03-26 20:05:00+00:00,68.14
2026-03-26 20:10:00+00:00,68.23
2026-03-26 20:15:00+00:00,68.23
2026-03-26 20:30:00+00:00,68.23
2026-03-26 20:40:00+00:00,68.23
2026-03-26 21:00:00+00:00,68.23
2026-03-26 21:15:00+00:00,68.23
2026-03-26 21:30:00+00:00,68.23
2026-03-26 21:45:00+00:00,68.23
2026-03-26 22:00:00+00:00,68.23
2026-03-26 22:15:00+00:00,68.23
2026-03-26 22:30:00+00:00,68.0
2026-03-26 22:45:00+00:00,68.0
2026-03-26 23:00:00+00:00,68.0
2026-03-26 23:15:00+00:00,68.0
2026-03-26 23:30:00+00:00,68.0
2026-03-26 23:45:00+00:00,68.0
2026-03-27 09:35:00+00:00,68.31
2026-03-27 09:45:00+00:00,68.31
2026-03-27 10:00:00+00:00,68.31
2026-03-27 10:15:00+00:00,68.31
2026-03-27 10:30:00+00:00,68.31
2026-03-27 10:45:00+00:00,68.31
2026-03-27 11:00:00+00:00,68.31
2026-03-27 11:15:00+00:00,68.31
2026-03-27 11:30:00+00:00,68.31
2026-03-27 11:45:00+00:00,68.31
2026-03-27 12:00:00+00:00,68.31
2026-03-27 12:15:00+00:00,68.31
2026-03-27 12:30:00+00:00,68.31
2026-03-27 12:45:00+00:00,68.31
2026-03-27 12:55:00+00:00,68.2874
2026-03-27 13:00:00+00:00,68.2874
2026-03-27 13:35:00+00:00,68.20500183105469
2026-03-27 13:40:00+00:00,68.20999908447266
2026-03-27 14:10:00+00:00,68.27999877929688
2026-03-27 14:25:00+00:00,68.32499694824219
2026-03-27 14:30:00+00:00,68.26000213623047
2026-03-27 14:40:00+00:00,68.24500274658203
2026-03-27 14:50:00+00:00,68.26000213623047
2026-03-27 15:20:00+00:00,68.31999969482422
2026-03-27 15:25:00+00:00,68.33899688720703
2026-03-27 15:35:00+00:00,68.3949966430664
2026-03-27 15:40:00+00:00,68.31999969482422
2026-03-27 15:45:00+00:00,68.27999877929688
2026-03-27 15:50:00+00:00,68.25
2026-03-27 16:05:00+00:00,68.27999877929688
2026-03-27 16:20:00+00:00,68.26000213623047
2026-03-27 16:40:00+00:00,68.20999908447266
2026-03-27 16:55:00+00:00,68.25
2026-03-27 17:00:00+00:00,68.2300033569336
2026-03-27 17:05:00+00:00,68.30000305175781
2026-03-27 18:10:00+00:00,68.02999877929688
2026-03-27 18:30:00+00:00,68.08000183105469
2026-03-27 18:45:00+00:00,68.11499786376953
2026-03-27 18:50:00+00:00,68.09200286865234
2026-03-27 19:00:00+00:00,68.0999984741211
2026-03-27 19:40:00+00:00,68.08000183105469
2026-03-27 19:50:00+00:00,68.07689666748047
2026-03-27 19:55:00+00:00,68.09619903564453
2026-03-27 20:00:00+00:00,68.0962
2026-03-27 20:10:00+00:00,68.0962
2026-03-27 20:15:00+00:00,68.0962
2026-03-27 20:30:00+00:00,68.0391
2026-03-27 20:40:00+00:00,68.11
2026-03-27 20:45:00+00:00,68.11
2026-03-27 21:00:00+00:00,68.11
2026-03-27 21:15:00+00:00,68.11
2026-03-27 21:30:00+00:00,68.11
2026-03-27 21:45:00+00:00,68.11
2026-03-27 22:00:00+00:00,68.11
2026-03-27 22:15:00+00:00,68.11
2026-03-30 13:30:00+00:00,67.94000244140625
2026-03-30 13:35:00+00:00,67.91000366210938
2026-03-30 13:40:00+00:00,67.8499984741211
2026-03-30 13:55:00+00:00,67.82499694824219
2026-03-30 14:00:00+00:00,67.81990051269531
2026-03-30 14:05:00+00:00,67.76000213623047
2026-03-30 14:15:00+00:00,67.80000305175781
2026-03-30 14:20:00+00:00,67.75
2026-03-30 14:40:00+00:00,67.80000305175781
2026-03-30 14:45:00+00:00,67.88999938964844
2026-03-30 14:55:00+00:00,67.87999725341797
2026-03-30 15:00:00+00:00,67.94000244140625
2026-03-30 16:00:00+00:00,67.94000244140625
2026-03-30 16:15:00+00:00,67.92500305175781
2026-03-30 16:30:00+00:00,67.91000366210938
2026-03-30 16:55:00+00:00,67.94000244140625
2026-03-30 17:00:00+00:00,67.97000122070312
2026-03-30 17:15:00+00:00,67.94000244140625
2026-03-30 17:35:00+00:00,67.91000366210938
2026-03-30 18:20:00+00:00,67.94999694824219
2026-03-30 18:25:00+00:00,67.93000030517578
2026-03-30 18:35:00+00:00,67.93009948730469
2026-03-30 18:45:00+00:00,67.93810272216797
2026-03-30 19:10:00+00:00,67.86499786376953
2026-03-30 19:15:00+00:00,67.83999633789062
2026-03-30 19:50:00+00:00,67.86499786376953
2026-03-30 19:55:00+00:00,67.87000274658203
2026-03-30 20:00:00+00:00,67.87
2026-03-30 20:05:00+00:00,67.87
2026-03-30 20:10:00+00:00,67.87
2026-03-30 20:20:00+00:00,67.87
2026-03-30 20:35:00+00:00,67.87
2026-03-30 20:45:00+00:00,67.87
2026-03-30 20:50:00+00:00,67.87
2026-03-30 21:05:00+00:00,67.87
2026-03-30 21:20:00+00:00,67.87
2026-03-30 21:35:00+00:00,67.87
2026-03-30 21:50:00+00:00,67.87
2026-03-30 22:05:00+00:00,67.87
2026-03-30 22:20:00+00:00,67.87
2026-03-31 08:00:00+00:00,67.87
2026-03-31 08:05:00+00:00,67.87
2026-03-31 08:20:00+00:00,67.87
2026-03-31 08:35:00+00:00,67.87
2026-03-31 08:50:00+00:00,67.87
2026-03-31 09:05:00+00:00,67.87
2026-03-31 09:20:00+00:00,67.87
2026-03-31 09:35:00+00:00,67.87
2026-03-31 09:50:00+00:00,67.87
2026-03-31 10:05:00+00:00,67.87
2026-03-31 10:20:00+00:00,67.87
2026-03-31 10:35:00+00:00,67.87
2026-03-31 10:50:00+00:00,67.87
2026-03-31 11:05:00+00:00,67.87
2026-03-31 11:20:00+00:00,67.87
2026-03-31 11:35:00+00:00,67.87
2026-03-31 11:50:00+00:00,67.87
2026-03-31 12:05:00+00:00,67.87
2026-03-31 12:20:00+00:00,67.87
2026-03-31 12:35:00+00:00,67.87
2026-03-31 12:50:00+00:00,67.87
2026-03-31 13:05:00+00:00,67.87
2026-03-31 13:50:00+00:00,68.13999938964844
2026-03-31 14:15:00+00:00,68.12999725341797
2026-03-31 14:55:00+00:00,67.87000274658203
2026-03-31 15:05:00+00:00,67.9800033569336
2026-03-31 16:05:00+00:00,67.97000122070312
2026-03-31 16:40:00+00:00,68.16999816894531
2026-03-31 16:50:00+00:00,68.20999908447266
2026-03-31 17:15:00+00:00,68.31999969482422
2026-03-31 17:35:00+00:00,68.29000091552734
2026-03-31 18:05:00+00:00,68.372802734375
2026-03-31 20:00:00+00:00,68.3728
2026-03-31 20:05:00+00:00,68.3728
2026-03-31 20:10:00+00:00,68.3728
2026-03-31 20:20:00+00:00,68.3728
2026-03-31 20:35:00+00:00,68.3728
2026-03-31 20:50:00+00:00,68.3728
2026-03-31 21:05:00+00:00,68.3728
2026-03-31 21:20:00+00:00,68.3728
2026-03-31 21:35:00+00:00,68.3728
2026-03-31 21:50:00+00:00,68.3728
2026-03-31 22:05:00+00:00,68.3728
2026-03-31 22:20:00+00:00,68.3728
2026-04-01 12:40:00+00:00,68.92
2026-04-01 12:50:00+00:00,68.92
2026-04-01 12:55:00+00:00,68.73
2026-04-01 13:05:00+00:00,68.73
2026-04-01 13:30:00+00:00,68.83999633789062
2026-04-01 14:05:00+00:00,68.69999694824219
2026-04-01 14:35:00+00:00,68.77999877929688
2026-04-01 14:45:00+00:00,68.77999877929688
2026-04-01 15:00:00+00:00,68.77290344238281
2026-04-01 15:05:00+00:00,68.7699966430664
2026-04-01 15:15:00+00:00,68.69499969482422
2026-04-01 15:25:00+00:00,68.68499755859375
2026-04-01 15:45:00+00:00,68.73400115966797
2026-04-01 16:00:00+00:00,68.75
2026-04-01 16:20:00+00:00,68.7300033569336
2026-04-01 17:15:00+00:00,68.7699966430664
2026-04-01 17:20:00+00:00,68.79000091552734
2026-04-01 18:40:00+00:00,68.5199966430664
2026-04-01 18:50:00+00:00,68.48999786376953
2026-04-01 19:00:00+00:00,68.48999786376953
2026-04-01 19:25:00+00:00,68.5198974609375
2026-04-01 19:45:00+00:00,68.58499908447266
2026-04-01 19:50:00+00:00,68.54229736328125
2026-04-01 20:00:00+00:00,68.5423
2026-04-01 20:05:00+00:00,68.5423
2026-04-01 20:10:00+00:00,68.5423
2026-04-01 20:20:00+00:00,68.5423
2026-04-01 20:35:00+00:00,68.5423
2026-04-01 20:50:00+00:00,68.5423
2026-04-01 21:05:00+00:00,68.5423
2026-04-01 21:20:00+00:00,68.5423
2026-04-01 21:35:00+00:00,68.5423
2026-04-01 21:45:00+00:00,71.0
2026-04-01 21:50:00+00:00,71.0
2026-04-01 22:05:00+00:00,71.0
2026-04-01 22:20:00+00:00,71.0
2026-04-02 08:00:00+00:00,68.24
2026-04-02 08:10:00+00:00,68.24
2026-04-02 08:25:00+00:00,68.24
2026-04-02 08:40:00+00:00,68.24
2026-04-02 08:55:00+00:00,68.24
2026-04-02 09:10:00+00:00,68.24
2026-04-02 09:25:00+00:00,68.24
2026-04-02 09:40:00+00:00,68.24
2026-04-02 09:45:00+00:00,68.0241
2026-04-02 09:55:00+00:00,68.0241
2026-04-02 10:10:00+00:00,68.0241
2026-04-02 10:25:00+00:00,68.0241
2026-04-02 10:40:00+00:00,68.0241
2026-04-02 10:55:00+00:00,68.0241
2026-04-02 11:10:00+00:00,67.8804
2026-04-02 11:25:00+00:00,67.8804
2026-04-02 11:40:00+00:00,67.8804
2026-04-02 11:55:00+00:00,67.8804
2026-04-02 12:10:00+00:00,67.8804
2026-04-02 12:20:00+00:00,68.1
2026-04-02 12:25:00+00:00,68.1
2026-04-02 12:40:00+00:00,68.1
2026-04-02 12:55:00+00:00,68.1
2026-04-02 13:10:00+00:00,68.1
2026-04-02 13:30:00+00:00,68.12999725341797
2026-04-02 13:40:00+00:00,68.11000061035156
2026-04-02 14:00:00+00:00,68.26000213623047
2026-04-02 14:35:00+00:00,68.44000244140625
2026-04-02 15:00:00+00:00,68.43000030517578
2026-04-02 15:40:00+00:00,68.41999816894531
2026-04-02 15:45:00+00:00,68.44999694824219
2026-04-02 16:00:00+00:00,68.43000030517578
2026-04-02 16:05:00+00:00,68.38999938964844
2026-04-02 16:35:00+00:00,68.44999694824219
2026-04-02 19:25:00+00:00,68.42990112304688
2026-04-02 19:50:00+00:00,68.39700317382812
2026-04-02 20:00:00+00:00,68.397
2026-04-02 20:10:00+00:00,68.397
2026-04-02 20:20:00+00:00,68.397
2026-04-02 20:40:00+00:00,68.397
2026-04-02 20:50:00+00:00,68.397
2026-04-02 21:10:00+00:00,68.397
2026-04-02 21:25:00+00:00,68.397
2026-04-02 21:40:00+00:00,68.397
2026-04-02 21:55:00+00:00,68.397
2026-04-02 22:10:00+00:00,68.397
2026-04-02 22:25:00+00:00,68.397
2026-04-06 13:30:00+00:00,68.63999938964844
2026-04-06 14:00:00+00:00,68.6500015258789
2026-04-06 14:10:00+00:00,68.58999633789062
2026-04-06 14:35:00+00:00,68.55000305175781
2026-04-06 14:45:00+00:00,68.61000061035156
2026-04-06 14:50:00+00:00,68.55500030517578
2026-04-06 15:00:00+00:00,68.52999877929688
2026-04-06 15:55:00+00:00,68.5
2026-04-06 16:00:00+00:00,68.5199966430664
2026-04-06 16:45:00+00:00,68.48059844970703
2026-04-06 16:55:00+00:00,68.47000122070312
2026-04-06 17:00:00+00:00,68.45999908447266
2026-04-06 18:10:00+00:00,68.52729797363281
2026-04-06 20:00:00+00:00,68.5273
2026-04-06 20:10:00+00:00,68.5273
2026-04-06 20:20:00+00:00,68.501
2026-04-06 20:35:00+00:00,68.501
2026-04-06 20:55:00+00:00,68.501
2026-04-06 21:10:00+00:00,68.501
2026-04-06 21:25:00+00:00,68.501
2026-04-06 21:40:00+00:00,68.501
2026-04-06 21:55:00+00:00,68.501
2026-04-06 22:10:00+00:00,68.501
2026-04-06 22:25:00+00:00,68.501
2026-04-07 12:00:00+00:00,68.7
2026-04-07 12:10:00+00:00,68.7
2026-04-07 12:25:00+00:00,68.7
2026-04-07 12:40:00+00:00,68.7
2026-04-07 12:55:00+00:00,68.7
2026-04-07 13:05:00+00:00,68.7
2026-04-07 13:10:00+00:00,68.7
2026-04-07 13:55:00+00:00,68.60549926757812
2026-04-07 14:10:00+00:00,68.5999984741211
2026-04-07 14:30:00+00:00,68.78990173339844
2026-04-07 14:35:00+00:00,68.80000305175781
2026-04-07 14:45:00+00:00,68.83999633789062
2026-04-07 14:50:00+00:00,68.79000091552734
2026-04-07 14:55:00+00:00,68.72010040283203
2026-04-07 15:00:00+00:00,68.68000030517578
2026-04-07 15:10:00+00:00,68.62000274658203
2026-04-07 15:15:00+00:00,68.71499633789062
2026-04-07 15:40:00+00:00,68.72000122070312
2026-04-07 16:00:00+00:00,68.8499984741211
2026-04-07 16:10:00+00:00,68.77999877929688
2026-04-07 16:20:00+00:00,68.7699966430664
2026-04-07 16:40:00+00:00,68.81430053710938
2026-04-07 17:30:00+00:00,68.81999969482422
2026-04-07 18:05:00+00:00,68.8499984741211
2026-04-07 18:10:00+00:00,68.87000274658203
2026-04-07 18:15:00+00:00,68.86000061035156
2026-04-07 19:05:00+00:00,68.81999969482422
2026-04-07 19:15:00+00:00,68.91000366210938
2026-04-07 19:20:00+00:00,68.94999694824219
2026-04-07 19:25:00+00:00,68.9000015258789
2026-04-07 19:30:00+00:00,68.8949966430664
2026-04-07 19:40:00+00:00,68.91000366210938
2026-04-07 19:45:00+00:00,69.0
2026-04-07 19:50:00+00:00,69.04000091552734
2026-04-07 19:55:00+00:00,69.02999877929688
2026-04-07 20:00:00+00:00,69.03
2026-04-07 20:10:00+00:00,69.03
2026-04-07 20:25:00+00:00,69.03
2026-04-07 20:40:00+00:00,69.03
2026-04-07 20:55:00+00:00,69.03
2026-04-07 21:10:00+00:00,69.03
2026-04-07 21:25:00+00:00,69.03
2026-04-07 21:40:00+00:00,69.03
2026-04-07 21:55:00+00:00,69.03
2026-04-07 22:10:00+00:00,69.03
2026-04-07 22:25:00+00:00,69.03
2026-04-08 11:00:00+00:00,69.63
2026-04-08 11:10:00+00:00,69.69
2026-04-08 11:25:00+00:00,69.69
2026-04-08 11:40:00+00:00,69.69
2026-04-08 11:55:00+00:00,69.69
2026-04-08 12:00:00+00:00,69.84
2026-04-08 12:10:00+00:00,69.84
2026-04-08 12:20:00+00:00,69.84
2026-04-08 12:25:00+00:00,69.84
2026-04-08 12:40:00+00:00,69.84
2026-04-08 12:55:00+00:00,69.84
2026-04-08 13:00:00+00:00,70.0773
2026-04-08 13:10:00+00:00,70.08
2026-04-08 13:30:00+00:00,69.93000030517578
2026-04-08 13:35:00+00:00,69.8844985961914
2026-04-08 13:45:00+00:00,69.87999725341797
2026-04-08 13:55:00+00:00,69.86000061035156
2026-04-08 14:00:00+00:00,69.88999938964844
2026-04-08 14:05:00+00:00,69.87000274658203
2026-04-08 14:10:00+00:00,69.9000015258789
2026-04-08 14:15:00+00:00,69.8499984741211
2026-04-08 14:25:00+00:00,69.8550033569336
2026-04-08 14:55:00+00:00,69.83999633789062
2026-04-08 15:00:00+00:00,69.88999938964844
2026-04-08 15:05:00+00:00,69.88999938964844
2026-04-08 15:20:00+00:00,69.88999938964844
2026-04-08 15:35:00+00:00,69.91999816894531
2026-04-08 15:45:00+00:00,69.93000030517578
2026-04-08 16:00:00+00:00,69.91000366210938
2026-04-08 17:00:00+00:00,69.94000244140625
2026-04-08 17:10:00+00:00,69.87999725341797
2026-04-08 17:25:00+00:00,69.79000091552734
2026-04-08 17:40:00+00:00,69.79000091552734
2026-04-08 18:40:00+00:00,69.67500305175781
2026-04-08 19:10:00+00:00,69.6500015258789
2026-04-08 19:35:00+00:00,69.73970031738281
2026-04-08 19:50:00+00:00,69.77999877929688
2026-04-08 19:55:00+00:00,69.81610107421875
2026-04-08 20:00:00+00:00,69.8161
2026-04-08 20:10:00+00:00,69.8161
2026-04-08 20:15:00+00:00,69.85
2026-04-08 20:25:00+00:00,69.85
2026-04-08 20:40:00+00:00,69.85
2026-04-08 20:55:00+00:00,69.85
2026-04-08 21:10:00+00:00,69.85
2026-04-08 21:25:00+00:00,69.85
2026-04-08 21:40:00+00:00,69.85
2026-04-08 21:55:00+00:00,69.85
2026-04-08 22:10:00+00:00,69.85
2026-04-08 22:25:00+00:00,69.85
2026-04-09 08:00:00+00:00,69.61
2026-04-09 08:10:00+00:00,69.61
2026-04-09 08:25:00+00:00,69.61
2026-04-09 08:40:00+00:00,69.61
2026-04-09 08:55:00+00:00,69.61
2026-04-09 09:10:00+00:00,69.61
2026-04-09 09:25:00+00:00,69.61
2026-04-09 09:40:00+00:00,69.61
2026-04-09 09:55:00+00:00,69.61
2026-04-09 10:00:00+00:00,69.63
2026-04-09 10:10:00+00:00,69.63
2026-04-09 10:25:00+00:00,69.63
2026-04-09 10:40:00+00:00,69.63
2026-04-09 10:55:00+00:00,69.63
2026-04-09 11:10:00+00:00,69.63
2026-04-09 11:25:00+00:00,69.63
2026-04-09 11:40:00+00:00,69.63
2026-04-09 11:55:00+00:00,69.63
2026-04-09 12:10:00+00:00,69.63
2026-04-09 12:25:00+00:00,69.63
2026-04-09 12:40:00+00:00,69.63
2026-04-09 12:55:00+00:00,69.63
2026-04-09 13:00:00+00:00,69.72
2026-04-09 13:10:00+00:00,69.72
2026-04-09 13:55:00+00:00,69.83999633789062
2026-04-09 14:20:00+00:00,69.8499984741211
2026-04-09 14:30:00+00:00,69.87000274658203
2026-04-09 15:30:00+00:00,70.05000305175781
2026-04-09 15:45:00+00:00,70.0999984741211
2026-04-09 16:00:00+00:00,70.16999816894531
2026-04-09 16:05:00+00:00,70.19499969482422
2026-04-09 16:30:00+00:00,70.215087890625
2026-04-09 16:45:00+00:00,70.18000030517578
2026-04-09 17:40:00+00:00,70.23999786376953
2026-04-09 17:45:00+00:00,70.19999694824219
2026-04-09 18:00:00+00:00,70.13999938964844
2026-04-09 18:05:00+00:00,70.1500015258789
2026-04-09 18:10:00+00:00,70.0999984741211
2026-04-09 18:25:00+00:00,70.10990142822266
2026-04-09 18:30:00+00:00,70.05999755859375
2026-04-09 19:15:00+00:00,70.12999725341797
2026-04-09 19:25:00+00:00,70.13500213623047
2026-04-09 19:30:00+00:00,70.18000030517578
2026-04-09 19:45:00+00:00,70.18499755859375
2026-04-09 19:50:00+00:00,70.17489624023438
2026-04-09 20:00:00+00:00,70.1749
2026-04-09 20:10:00+00:00,70.1749
2026-04-09 20:25:00+00:00,70.1749
2026-04-09 20:40:00+00:00,70.17
2026-04-09 20:45:00+00:00,70.15
2026-04-09 20:50:00+00:00,70.18
2026-04-09 20:55:00+00:00,70.18
2026-04-09 21:00:00+00:00,70.17
2026-04-09 21:05:00+00:00,70.17
2026-04-09 21:25:00+00:00,70.17
2026-04-09 21:55:00+00:00,70.17
2026-04-10 09:00:00+00:00,69.9
2026-04-10 09:15:00+00:00,69.9
2026-04-10 09:30:00+00:00,69.9
2026-04-10 09:45:00+00:00,69.9
2026-04-10 10:00:00+00:00,69.9
2026-04-10 10:15:00+00:00,69.9
2026-04-10 10:30:00+00:00,69.9
2026-04-10 10:45:00+00:00,69.9
2026-04-10 11:00:00+00:00,70.0
2026-04-10 11:15:00+00:00,70.0
2026-04-10 11:30:00+00:00,70.0
2026-04-10 11:45:00+00:00,70.0
2026-04-10 12:00:00+00:00,70.0
2026-04-10 13:30:00+00:00,70.13999938964844
2026-04-10 13:50:00+00:00,70.08999633789062
2026-04-10 14:20:00+00:00,70.2300033569336
2026-04-10 14:25:00+00:00,70.2300033569336
2026-04-10 14:40:00+00:00,70.13999938964844
2026-04-10 14:50:00+00:00,70.16570281982422
2026-04-10 15:00:00+00:00,70.12999725341797
2026-04-10 15:50:00+00:00,70.08999633789062
2026-04-10 15:55:00+00:00,70.11000061035156
2026-04-10 16:05:00+00:00,70.05049896240234
2026-04-10 16:10:00+00:00,70.06999969482422
2026-04-10 16:15:00+00:00,70.08989715576172
2026-04-10 16:55:00+00:00,70.01000213623047
2026-04-10 17:20:00+00:00,70.05000305175781
2026-04-10 17:45:00+00:00,70.06999969482422
2026-04-10 17:50:00+00:00,70.08000183105469
2026-04-10 18:20:00+00:00,70.08000183105469
2026-04-10 19:15:00+00:00,70.08999633789062
2026-04-10 19:25:00+00:00,70.10900115966797
2026-04-10 19:55:00+00:00,70.0813980102539
2026-04-10 20:00:00+00:00,70.0814
2026-04-10 20:10:00+00:00,70.0814
