model,leader,entry_time,exit_time,direction,xau_entry,xau_exit,gross_per_oz,cost_per_oz,ounces,notional,pnl,pnl_per_dollar,equity
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 02:00:00+00:00,2026-05-28 10:00:00,-1,4394.4465,4383.11,11.336500000000342,1.6649872426442913,113.77997206246566,500000.0,1100.4244513337517,0.0022008489026675037,1100.4244513337517
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 03:00:00+00:00,2026-05-28 11:00:00,-1,4374.93,4388.115,-13.18499999999949,1.713254647557658,114.28754288640046,500000.0,-1702.6849169652025,-0.0034053698339304053,-602.2604656314509
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 04:00:00+00:00,2026-05-28 12:00:00,-1,4373.135,4432.2365,-59.10149999999976,1.818033329738251,114.3344534298621,500000.0,-6965.201546457862,-0.013930403092915725,-7567.462012089312
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 05:00:00+00:00,2026-05-28 13:00:00,-1,4388.1385,4430.54,-42.40149999999994,1.7292972410821565,113.94353209225278,500000.0,-5028.418911695939,-0.010056837823391878,-12595.880923785251
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 06:00:00+00:00,2026-05-28 14:00:00,-1,4383.5765,4469.431500000001,-85.85500000000047,1.6887195592099233,114.06211343636868,500000.0,-9985.421671004304,-0.019970843342008607,-22581.302594789555
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 07:00:00+00:00,2026-05-28 15:00:00,-1,4387.635,4482.389999999999,-94.7549999999992,1.7442367669523497,113.95660760295694,500000.0,-10996.725658236333,-0.021993451316472668,-33578.028253025885
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 13:00:00+00:00,2026-05-28 22:00:00,1,4430.54,4491.3315,60.79150000000027,1.490764396314386,112.85306080071504,500000.0,6692.269520609891,0.01338453904121978,-26885.758732415994
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 14:00:00+00:00,2026-05-28 23:00:00,1,4469.431500000001,4495.2635,25.831999999999425,1.766677402815019,111.8710511616522,500000.0,2692.2129354912813,0.005384425870982563,-24193.545796924715
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 15:00:00+00:00,2026-05-29 00:00:00,1,4482.389999999999,4496.3,13.910000000000764,1.644557913330426,111.54763418622656,500000.0,1368.1810470162502,0.0027363620940325005,-22825.364749908465
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 16:00:00+00:00,2026-05-29 01:00:00,1,4511.0485,4506.69,-4.3585000000002765,1.5379692555485713,110.83897679220253,500000.0,-653.5586189717144,-0.0013071172379434289,-23478.92336888018
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 17:00:00+00:00,2026-05-29 02:00:00,1,4509.0615,4501.895,-7.16649999999936,1.3613842714441462,110.88782000422927,500000.0,-945.6384961087253,-0.0018912769922174507,-24424.561864988904
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 18:00:00+00:00,2026-05-29 03:00:00,1,4501.1615,4501.455,0.29349999999976717,1.3535588701307268,111.08243949922704,500000.0,-117.7539253069413,-0.0002355078506138826,-24542.315790295845
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 19:00:00+00:00,2026-05-29 04:00:00,1,4498.1015,4514.28,16.178499999999985,1.5547624059520722,111.15800743936082,500000.0,1625.5455322704383,0.0032510910645408768,-22916.770258025404
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-28 20:00:00+00:00,2026-05-29 05:00:00,1,4496.135,4514.945,18.80999999999949,1.7378477028459034,111.20662524590564,500000.0,1898.536442650586,0.003797072885301172,-21018.233815374817
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-29 15:00:00+00:00,2026-06-01 00:00:00,1,4571.215,4540.865,-30.350000000000364,1.8545691861022522,109.38011010201882,500000.0,-3522.539323363987,-0.007045078646727974,-24540.773138738805
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-29 16:00:00+00:00,2026-06-01 01:00:00,1,4567.045,4525.615,-41.43000000000029,1.8963244982266172,109.47998103806728,500000.0,-4743.365184515032,-0.009486730369030064,-29284.138323253836
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-05-31 23:00:00+00:00,2026-06-01 07:00:00,-1,4539.695,4503.275,36.42000000000007,1.626798159935764,110.13955783373113,500000.0,3832.107866284443,0.007664215732568886,-25452.03045696939
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-01 04:00:00+00:00,2026-06-01 12:00:00,-1,4514.51,4502.299999999999,12.210000000000946,1.3989957065764302,110.75399102006641,500000.0,1197.3618724318383,0.002394723744863676,-24254.668584537554
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-01 07:00:00+00:00,2026-06-01 15:00:00,-1,4503.275,4474.25,29.024999999999636,1.2497780401771903,111.03030572194682,500000.0,3083.891385694017,0.0061677827713880334,-21170.777198843538
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-01 14:00:00+00:00,2026-06-01 23:00:00,-1,4458.825000000001,4484.63,-25.80499999999938,1.0817452585767977,112.13716618167341,500000.0,-3015.0034211452767,-0.006030006842290553,-24185.780619988815
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-01 15:00:00+00:00,2026-06-02 00:00:00,-1,4474.25,4481.5465,-7.296500000000378,1.0234182994779977,111.7505727216852,500000.0,-929.7556349643377,-0.0018595112699286754,-25115.536254953153
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-01 20:00:00+00:00,2026-06-02 05:00:00,1,4485.025,4517.1865,32.16150000000016,1.201069576315394,111.4820987619913,500000.0,3451.533762206985,0.00690306752441397,-21664.002492746167
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-01 22:00:00+00:00,2026-06-02 06:00:00,1,4485.945,4535.780000000001,49.835000000000946,1.5586024489687704,111.45923545652032,500000.0,5380.850361633076,0.010761700723266153,-16283.152131113091
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 05:00:00+00:00,2026-06-02 13:00:00,1,4517.1865,4502.735000000001,-14.451499999999214,1.3742700038774762,110.68836763768776,500000.0,-1751.7286483385944,-0.0035034572966771886,-18034.880779451687
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 06:00:00+00:00,2026-06-02 14:00:00,1,4535.780000000001,4504.17,-31.610000000000582,1.2557789252817286,110.23462337238577,500000.0,-3622.9467616685893,-0.007245893523337179,-21657.827541120278
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 07:00:00+00:00,2026-06-02 15:00:00,1,4535.155000000001,4502.18,-32.975000000000364,1.2216561231110565,110.24981505593523,500000.0,-3770.1750131044487,-0.007540350026208897,-25428.002554224728
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 08:00:00+00:00,2026-06-02 16:00:00,1,4526.7815,4491.985000000001,-34.79649999999947,1.229604391467807,110.45375174392667,500000.0,-3979.2183907559133,-0.007958436781511827,-29407.22094498064
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 09:00:00+00:00,2026-06-02 17:00:00,1,4529.865,4484.735000000001,-45.1299999999992,1.1059203491781537,110.37856536563453,500000.0,-5103.454556501944,-0.010206909113003888,-34510.67550148258
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 10:00:00+00:00,2026-06-02 18:00:00,1,4533.245,4487.46,-45.784999999999854,1.0866025148397804,110.29626680225755,500000.0,-5169.762776426119,-0.010339525552852237,-39680.4382779087
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 14:00:00+00:00,2026-06-02 23:00:00,-1,4504.17,4474.485000000001,29.68499999999949,1.0507792263528377,111.00824347216025,500000.0,3178.6345512765565,0.006357269102553112,-36501.80372663215
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 16:00:00+00:00,2026-06-03 01:00:00,-1,4491.985000000001,4475.93,16.05500000000029,1.114022262802534,111.30936545870031,500000.0,1663.0707512600504,0.003326141502520101,-34838.7329753721
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 17:00:00+00:00,2026-06-03 02:00:00,-1,4484.735000000001,4481.99,2.7450000000008004,1.0888155963132442,111.48930761795289,500000.0,184.64685245477781,0.0003692937049095556,-34654.086122917324
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 18:00:00+00:00,2026-06-03 03:00:00,-1,4487.46,4484.595,2.8649999999997817,1.0944405805725388,111.42160598646005,500000.0,197.27857400703772,0.0003945571480140754,-34456.807548910285
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-02 19:00:00+00:00,2026-06-03 04:00:00,-1,4488.22,4469.5985,18.621500000000196,1.1046683965275597,111.40273872492881,500000.0,1951.4230144102378,0.0039028460288204753,-32505.384534500048
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2026-06-02 20:00:00+00:00,2026-06-03 13:00:00,1,4489.435,4447.155,-42.280000000000655,1.228855767255373,111.372589201091,500000.0,-4845.693919976125,-0.00969138783995225,-37351.07845447617
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-03 09:00:00+00:00,2026-06-03 17:00:00,-1,4443.2685,4439.02,4.248499999999694,1.1744724268129731,112.5297739715707,500000.0,345.91962799307777,0.0006918392559861555,-37005.15882648309
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-03 10:00:00+00:00,2026-06-03 18:00:00,-1,4459.07,4442.135,16.93499999999949,1.2325067248296429,112.13100489563968,500000.0,1760.7363503118193,0.003521472700623639,-35244.422476171276
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-02 22:00:00+00:00,2026-06-03 20:00:00,1,4484.9765,4434.84,-50.136499999999614,1.5020543674996452,111.48330431608728,500000.0,-5756.836670994739,-0.011513673341989475,-41001.25914716601
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-02 23:00:00+00:00,2026-06-03 22:00:00,1,4474.485000000001,4449.1515,-25.33350000000064,1.5795624643633062,111.74470358041204,500000.0,-3007.392187521463,-0.006014784375042925,-44008.65133468748
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 09:00:00+00:00,2026-06-03 22:00:00,1,4443.2685,4449.1515,5.882999999999811,1.1744724268129731,112.5297739715707,500000.0,529.8495435496231,0.0010596990870992463,-43478.801791137856
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 08:00:00+00:00,2026-06-03 23:00:00,1,4444.148499999999,4457.48,13.331500000000233,1.1496181822787146,112.50749159259644,500000.0,1370.552966189307,0.002741105932378614,-42108.24882494855
FXI_60m_divergence_follow_w6_q0.55_all_h8_cost2.0,FXI,2026-06-03 08:00:00+00:00,2026-06-03 23:00:00,1,4444.148499999999,4457.48,13.331500000000233,1.1496181822787146,112.50749159259644,500000.0,1370.552966189307,0.002741105932378614,-40737.69585875924
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 10:00:00+00:00,2026-06-03 23:00:00,1,4459.07,4457.48,-1.5900000000001455,1.2325067248296429,112.13100489563968,500000.0,-316.4905153798649,-0.0006329810307597298,-41054.186374139106
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-03 17:00:00+00:00,2026-06-04 02:00:00,-1,4439.02,4475.0935,-36.07349999999951,1.3017968094896526,112.63747403706222,500000.0,-4209.85902400633,-0.008419718048012661,-45264.045398145434
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-03 18:00:00+00:00,2026-06-04 03:00:00,-1,4442.135,4463.875,-21.73999999999978,1.2947246656766447,112.55848820443322,500000.0,-2592.7537845739066,-0.005185507569147814,-47856.79918271934
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-03 19:00:00+00:00,2026-06-04 04:00:00,-1,4443.99,4481.15,-37.159999999999854,1.2847167550806742,112.51150430131482,500000.0,-4325.472914552072,-0.008650945829104145,-52182.272097271416
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-03 22:00:00+00:00,2026-06-04 06:00:00,-1,4449.1515,4467.87,-18.71849999999995,1.5248681487564684,112.38097871021026,500000.0,-2274.9695249483434,-0.004549939049896687,-54457.24162221976
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 09:00:00+00:00,2026-06-04 08:00:00,1,4443.2685,4463.45,20.181499999999687,1.1744724268129731,112.5297739715707,500000.0,2138.856516682113,0.004277713033364226,-52318.38510553764
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 09:00:00+00:00,2026-06-04 08:00:00,1,4443.2685,4463.45,20.181499999999687,1.1744724268129731,112.5297739715707,500000.0,2138.856516682113,0.004277713033364226,-50179.52858885553
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 11:00:00+00:00,2026-06-04 08:00:00,1,4462.435,4463.45,1.014999999999418,1.1642871770389418,112.04644997630217,500000.0,-16.727098214262377,-3.3454196428524754e-05,-50196.255687069795
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-03 12:00:00+00:00,2026-06-04 09:00:00,1,4460.495,4470.469999999999,9.974999999999454,1.203275585647475,112.0951822611616,500000.0,983.2680469714661,0.001966536093942932,-49212.98764009833
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 10:00:00+00:00,2026-06-04 09:00:00,1,4459.07,4470.469999999999,11.399999999999636,1.2325067248296429,112.13100489563968,500000.0,1140.09123821447,0.00228018247642894,-48072.89640188386
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 12:00:00+00:00,2026-06-04 09:00:00,1,4460.495,4470.469999999999,9.974999999999454,1.203275585647475,112.0951822611616,500000.0,983.2680469714661,0.001966536093942932,-47089.62835491239
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 10:00:00+00:00,2026-06-04 09:00:00,1,4459.07,4470.469999999999,11.399999999999636,1.2325067248296429,112.13100489563968,500000.0,1140.09123821447,0.00228018247642894,-45949.537116697924
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 02:00:00+00:00,2026-06-04 10:00:00,1,4475.0935,4473.76,-1.3334999999997308,1.7644634561519112,111.72950911528442,500000.0,-346.1339362129129,-0.0006922678724258257,-46295.67105291084
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 11:00:00+00:00,2026-06-04 10:00:00,1,4462.435,4473.76,11.324999999999818,1.1642871770389418,112.04644997630217,500000.0,1138.4718010414579,0.0022769436020829157,-45157.19925186938
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 13:00:00+00:00,2026-06-04 10:00:00,1,4447.155,4473.76,26.605000000000473,1.278474074711858,112.4314308810914,500000.0,2847.4975490272564,0.005694995098054513,-42309.701702842125
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 11:00:00+00:00,2026-06-04 10:00:00,1,4462.435,4473.76,11.324999999999818,1.1642871770389418,112.04644997630217,500000.0,1138.4718010414579,0.0022769436020829157,-41171.22990180067
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 03:00:00+00:00,2026-06-04 11:00:00,1,4463.875,4511.525,47.649999999999636,1.7385030570311581,112.01030494805522,500000.0,5142.560773203604,0.010285121546407209,-36028.66912859706
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 12:00:00+00:00,2026-06-04 11:00:00,1,4460.495,4511.525,51.029999999999745,1.203275585647475,112.0951822611616,500000.0,5585.335754703488,0.011170671509406977,-30443.33337389357
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-03 20:00:00+00:00,2026-06-04 11:00:00,1,4434.84,4511.525,76.68499999999949,1.301049374139182,112.7436390038874,500000.0,8499.060916048866,0.016998121832097732,-21944.2724578447
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-03 20:00:00+00:00,2026-06-04 11:00:00,1,4434.84,4511.525,76.68499999999949,1.301049374139182,112.7436390038874,500000.0,8499.060916048866,0.016998121832097732,-13445.211541795836
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 12:00:00+00:00,2026-06-04 11:00:00,1,4460.495,4511.525,51.029999999999745,1.203275585647475,112.0951822611616,500000.0,5585.335754703488,0.011170671509406977,-7859.875787092347
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 04:00:00+00:00,2026-06-04 12:00:00,1,4481.15,4504.26,23.110000000000582,1.2705860713098558,111.57850105441685,500000.0,2436.809070070264,0.004873618140140528,-5423.066717022083
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 13:00:00+00:00,2026-06-04 12:00:00,1,4447.155,4504.26,57.10500000000047,1.278474074711858,112.4314308810914,500000.0,6276.656190900544,0.012553312381801088,853.5894738784609
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 13:00:00+00:00,2026-06-04 12:00:00,1,4447.155,4504.26,57.10500000000047,1.278474074711858,112.4314308810914,500000.0,6276.656190900544,0.012553312381801088,7130.245664779005
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-03 20:00:00+00:00,2026-06-04 13:00:00,1,4434.84,4495.9,61.05999999999949,1.301049374139182,112.7436390038874,500000.0,6737.441556613126,0.013474883113226251,13867.68722139213
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 05:00:00+00:00,2026-06-04 13:00:00,1,4469.375,4495.9,26.524999999999636,1.2492015803105152,111.87246538945602,500000.0,2827.6658838975386,0.005655331767795077,16695.35310528967
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 20:00:00+00:00,2026-06-04 13:00:00,1,4434.84,4495.9,61.05999999999949,1.301049374139182,112.7436390038874,500000.0,6737.441556613126,0.013474883113226251,23432.794661902793
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 07:00:00+00:00,2026-06-04 15:00:00,1,4461.795,4477.535,15.739999999999782,0.9823626205972483,112.06252192223084,500000.0,1653.7780623496296,0.0033075561246992597,25086.572724252423
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 22:00:00+00:00,2026-06-04 20:00:00,1,4449.1515,4474.93,25.77850000000035,1.5248681487564684,112.38097871021026,500000.0,2725.646884719916,0.005451293769439832,27812.21960897234
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 12:00:00+00:00,2026-06-04 20:00:00,1,4504.26,4474.93,-29.329999999999927,1.1386518770872598,111.00602540705908,500000.0,-3382.203944386779,-0.006764407888773557,24430.01566458556
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-03 22:00:00+00:00,2026-06-04 20:00:00,-1,4449.1515,4474.93,-25.77850000000035,1.5248681487564684,112.38097871021026,500000.0,-3068.379234642473,-0.006136758469284945,21361.636429943086
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 09:00:00+00:00,2026-06-04 22:00:00,-1,4470.469999999999,4469.74,0.7299999999995634,1.0921276959755557,111.8450632707523,500000.0,-40.50219506852661,-8.100439013705322e-05,21321.13423487456
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 13:00:00+00:00,2026-06-04 22:00:00,1,4495.9,4469.74,-26.159999999999854,1.153865247988896,111.21243799906583,500000.0,-3037.641545406788,-0.006075283090813575,18283.492689467774
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-03 23:00:00+00:00,2026-06-04 22:00:00,1,4457.48,4469.74,12.260000000000218,1.6182743611830366,112.17100244981471,500000.0,1193.693032702018,0.002387386065404036,19477.18572216979
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-03 23:00:00+00:00,2026-06-04 22:00:00,-1,4457.48,4469.74,-12.260000000000218,1.6182743611830366,112.17100244981471,500000.0,-1556.7399473674875,-0.003113479894734975,17920.4457748023
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 10:00:00+00:00,2026-06-04 23:00:00,-1,4473.76,4461.74,12.020000000000437,1.1403709302327008,111.76281248882371,500000.0,1215.937943672407,0.002431875887344814,19136.38371847471
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-04 08:00:00+00:00,2026-06-04 23:00:00,-1,4463.45,4461.74,1.7100000000000364,1.0427764499829013,112.02097032564497,500000.0,74.74302949704098,0.00014948605899408194,19211.12674797175
EWJ_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,EWJ,2026-06-04 08:00:00+00:00,2026-06-04 23:00:00,1,4463.45,4461.74,-1.7100000000000364,1.0427764499829013,112.02097032564497,500000.0,-308.368689016673,-0.000616737378033346,18902.758058955078
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 14:00:00+00:00,2026-06-04 23:00:00,1,4465.945,4461.74,-4.204999999999927,1.1241942600100316,111.95838730660589,500000.0,-596.6479949943359,-0.0011932959899886718,18306.110063960743
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 10:00:00+00:00,2026-06-04 23:00:00,-1,4473.76,4461.74,12.020000000000437,1.1403709302327008,111.76281248882371,500000.0,1215.937943672407,0.002431875887344814,19522.04800763315
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 18:00:00+00:00,2026-06-05 03:00:00,-1,4478.195,4442.47,35.724999999999454,1.084623890653327,111.6521276987715,500000.0,3867.6716968941873,0.007735343393788375,23389.71970452734
GC=F_60m_volz_follow_w6_q0.65_all_h8_cost2.0,GC=F,2026-06-04 19:00:00+00:00,2026-06-05 04:00:00,-1,4480.99,4445.08,35.909999999999854,1.0379323561402645,111.58248512047561,500000.0,3891.1119689911816,0.007782223937982363,27280.83167351852
EFA_60m_volz_follow_w6_q0.75_all_h8_cost2.0,EFA,2026-06-04 09:00:00+00:00,2026-06-05 08:00:00,-1,4470.469999999999,4462.870000000001,7.599999999998545,1.0921276959755557,111.8450632707523,500000.0,727.8733896014278,0.0014557467792028556,28008.70506311995
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 11:00:00+00:00,2026-06-05 08:00:00,-1,4511.525,4462.870000000001,48.654999999998836,1.1516972148571878,110.8272701580951,500000.0,5264.661371170685,0.010529322742341371,33273.366434290634
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 11:00:00+00:00,2026-06-05 08:00:00,-1,4511.525,4462.870000000001,48.654999999998836,1.1516972148571878,110.8272701580951,500000.0,5264.661371170685,0.010529322742341371,38538.027805461315
GDX_60m_divergence_follow_w12_q0.75_all_h8_cost2.0,GDX,2026-06-04 10:00:00+00:00,2026-06-05 09:00:00,-1,4473.76,4464.965,8.795000000000073,1.1403709302327008,111.76281248882371,500000.0,855.5028733959099,0.0017110057467918198,39393.53067885723
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-04 10:00:00+00:00,2026-06-05 09:00:00,-1,4473.76,4464.965,8.795000000000073,1.1403709302327008,111.76281248882371,500000.0,855.5028733959099,0.0017110057467918198,40249.03355225314
SPY_60m_divergence_follow_w12_q0.55_all_h6_cost2.0,SPY,2026-06-04 12:00:00+00:00,2026-06-05 09:00:00,-1,4504.26,4464.965,39.29500000000007,1.1386518770872598,111.00602540705908,500000.0,4235.58454917265,0.008471169098345301,44484.61810142579
EEM_60m_divergence_follow_w12_q0.65_all_h6_cost2.0,EEM,2026-06-04 12:00:00+00:00,2026-06-05 09:00:00,-1,4504.26,4464.965,39.29500000000007,1.1386518770872598,111.00602540705908,500000.0,4235.58454917265,0.008471169098345301,48720.20265059844
GDXJ_60m_divergence_follow_w12_q0.85_all_h8_cost2.0,GDXJ,2026-06-04 10:00:00+00:00,2026-06-05 09:00:00,-1,4473.76,4464.965,8.795000000000073,1.1403709302327008,111.76281248882371,500000.0,855.5028733959099,0.0017110057467918198,49575.70552399435
QQQ_60m_divergence_follow_w12_q0.65_all_h8_cost2.0,QQQ,2026-06-04 11:00:00+00:00,2026-06-05 10:00:00,-1,4511.525,4466.785,44.73999999999978,1.1516972148571878,110.8272701580951,500000.0,4830.772608501848,0.009661545217003695,54406.478132496195
